id,label
92ad001b-f0a9-59f7-8fac-bb8b7ef96f4a,metanephric renal vesicle morphogenesis (GO:0072283)
c69f3107-df47-5151-a287-426310a8bdb6,metanephros development (GO:0001656)
100cad69-18e9-5de9-b51f-792292dea060,metaphase/anaphase transition of cell cycle (GO:0044784)
eb2fe895-c9cd-5bdf-827e-634e850861a1,metaphase/anaphase transition of mitotic cell cycle (GO:0007091)
050f429e-81af-5a91-adbb-b591a3d3ba67,methionine metabolic process (GO:0006555)
1435f72f-55f2-5924-8ed9-81179d607152,methylguanosine-cap decapping (GO:0110156)
cd590867-fb43-5706-8ea5-b616581d6ce5,microglial cell activation (GO:0001774)
c930e99a-a675-5a4e-a661-2321c068a3cb,microtubule anchoring (GO:0034453)
18b11547-36b7-5745-b7fb-df49a824eb3f,microtubule anchoring at centrosome (GO:0034454)
06b2446d-2a0d-521d-8dd9-e17e1ee3a4ca,microtubule anchoring at microtubule organizing center (GO:0072393)
b8316501-de5d-56ff-aae0-32405111c8a6,microtubule bundle formation (GO:0001578)
6445d077-39e1-5401-b9f8-060f2bb3d264,microtubule cytoskeleton organization involved in mitosis (GO:1902850)
1f8335e6-703f-5fb0-aa7f-89de587ef382,microtubule depolymerization (GO:0007019)
69d70e8a-2f02-5015-b176-a2b96843986b,microtubule nucleation (GO:0007020)
e27b672f-6aab-5d25-b37b-07b4abb19257,microtubule nucleation by microtubule organizing center (GO:0051418)
aae9c196-5aaa-572a-832b-959364865bec,microtubule polymerization (GO:0046785)
cbe8cd7e-e2fb-5ed5-b52e-f4f814aae3bc,microtubule polymerization or depolymerization (GO:0031109)
ada1c5ef-6ef8-5e12-8e2c-98255e898b09,microtubule-based transport (GO:0099111)
6d1839a8-d097-578e-88c7-eb93a43871ba,microvillus assembly (GO:0030033)
71a9d29c-20fb-5ede-bc59-564dc7a60992,microvillus organization (GO:0032528)
c99854a9-0ce3-51d9-8fb3-8b59d2861d19,midbody abscission (GO:0061952)
39330033-1d27-5c1b-92cc-00b044a9297e,midbrain dopaminergic neuron differentiation (GO:1904948)
2fb3296e-f5dc-5f96-9a1c-e3ddb0588574,middle ear morphogenesis (GO:0042474)
30836c1a-25aa-5ab2-9eac-09e4445f376d,mineralocorticoid biosynthetic process (GO:0006705)
223eb516-50da-5265-9ea8-3d75ea79849e,miRNA catabolic process (GO:0010587)
c711c318-2ba9-5a9c-901a-83bfc6fd99b1,miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280)
e64c09f6-cc4b-5b1f-9c6b-3f3069db7818,miRNA mediated inhibition of translation (GO:0035278)
9a7dc803-9dc8-5713-921d-0161a5656054,miRNA metabolic process (GO:0010586)
a87a11ca-a99b-56e4-b117-52e8de7f7186,mismatch repair (GO:0006298)
2cb92f85-b44c-51db-abc8-31213961e2d3,mitochondrial ATP synthesis coupled electron transport (GO:0042775)
1c38bea4-1031-5ca2-a549-ef08c15f879f,mitochondrial ATP synthesis coupled proton transport (GO:0042776)
06cae459-9c63-5a39-a02c-f3c421a6b7b2,mitochondrial calcium ion homeostasis (GO:0051560)
eca05828-32cb-5791-83db-75c1955dd7a2,mitochondrial calcium ion transmembrane transport (GO:0006851)
4d60b3ee-4f68-5dc7-a2b7-5845f17e4257,mitochondrial cytochrome c oxidase assembly (GO:0033617)
febfd564-db0e-5ca5-9cdf-987426592593,mitochondrial DNA metabolic process (GO:0032042)
2ba28eda-625c-58f4-8e2a-0cd4c8af315c,mitochondrial DNA repair (GO:0043504)
65c97288-4600-5501-a5c8-bd7cf3d22453,mitochondrial DNA replication (GO:0006264)
78742ab8-fb12-5b4f-bd9f-5506c0a94d9a,"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)"
2508cfd0-904d-56b0-8da8-ce34656bb7fd,"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)"
77075d62-72b0-5ee3-b25b-d4d7ec0164c5,"mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)"
f374d0b4-f871-5c33-9568-b5eb7e6a85c3,mitochondrial fission (GO:0000266)
dd340d84-3a70-5349-9b59-b102767700e6,mitochondrial fragmentation involved in apoptotic process (GO:0043653)
cdf364b8-cfcb-5ee1-b089-7031567762db,mitochondrial fusion (GO:0008053)
24e461ef-e5fb-5ede-bab5-441522ca786b,mitochondrial gene expression (GO:0140053)
f54fc81d-c323-5fdb-a3f2-e8bb63f81712,mitochondrial genome maintenance (GO:0000002)
c8ed6312-2de8-56e0-85d7-618d301c14de,mitochondrial membrane organization (GO:0007006)
26251bba-12c3-5a8b-b5cf-b1277ec616c4,mitochondrial outer membrane permeabilization (GO:0097345)
dc0d6e7f-17a3-536e-9fce-fa97376b44de,mitochondrial protein catabolic process (GO:0035694)
ffec019e-7b17-5b56-a65d-ef2c8e6098f4,mitochondrial protein processing (GO:0034982)
915703d8-8ea9-556a-9dd1-2ce1f0178978,mitochondrial proton-transporting ATP synthase complex assembly (GO:0033615)
8226805d-42e3-52f9-98b6-8d8a65cbef1f,mitochondrial respirasome assembly (GO:0097250)
4ef77710-88a3-56a2-9a12-7a42f50e2471,mitochondrial respiratory chain complex assembly (GO:0033108)
e591d079-ce4f-56ab-a41b-0d0d6a1a0dff,mitochondrial respiratory chain complex I assembly (GO:0032981)
c4b989bf-e82a-5cbb-8adf-aedf4ffbae11,mitochondrial respiratory chain complex III assembly (GO:0034551)
2e993326-5301-5f2a-883e-42d9ff713cbc,mitochondrial ribosome assembly (GO:0061668)
1cf96285-5019-5707-a153-f970ec67567f,mitochondrial RNA 3'-end processing (GO:0000965)
7048e04d-eae0-52e4-b630-2f3cb176f849,mitochondrial RNA metabolic process (GO:0000959)
6e55a882-e03f-5f5e-9829-c2bf72ba7bc8,mitochondrial RNA processing (GO:0000963)
5ad744b0-2ca5-5c31-92d4-d242b7461237,mitochondrial transcription (GO:0006390)
d9048bb1-938a-5e53-9cb5-ff1fcac44830,mitochondrial translation (GO:0032543)
d49016fd-fd56-58f6-b755-5545c68b4565,mitochondrial translational elongation (GO:0070125)
3829a562-b610-59f5-9ade-dfecfe27f433,mitochondrial translational termination (GO:0070126)
ad5b90d6-9f2d-57f7-8e32-515d6ca54272,mitochondrial transport (GO:0006839)
beccc591-f38c-5a7a-9826-db5ed508e2a1,mitochondrial tRNA methylation (GO:0070901)
39622deb-0352-57dc-8953-440d2146678b,mitochondrial tRNA modification (GO:0070900)
cfad0d16-2370-5945-a966-29f141fc9482,mitochondrial tRNA processing (GO:0090646)
5c76aa80-e173-5f77-9b6a-9b75d6bc918a,mitochondrion disassembly (GO:0061726)
ad671012-dded-50af-92c8-8c91690867fc,mitochondrion distribution (GO:0048311)
e2f31be1-85cb-58db-a8fc-41686b52dd82,mitochondrion localization (GO:0051646)
89e16a31-a551-5518-9ffc-56af672baf07,mitochondrion morphogenesis (GO:0070584)
f4653e9e-48d5-5303-8185-8afb33d86bf9,mitochondrion organization (GO:0007005)
7b21ed30-c246-5b93-933f-84b4c95990e0,mitochondrion transport along microtubule (GO:0047497)
39be4013-c2b4-562a-a6c7-23136da789be,mitochondrion-endoplasmic reticulum membrane tethering (GO:1990456)
a8e5efa7-1be1-5df3-835a-37607affd0db,mitophagy (GO:0000423)
f177534e-c476-564f-8a8d-c45a9cb8e062,mitotic cell cycle checkpoint signaling (GO:0007093)
b7683a01-034d-5205-939b-69acdc896486,mitotic cell cycle phase transition (GO:0044772)
70428b60-c0a8-5c97-81a3-0794fc0a35d4,mitotic chromosome condensation (GO:0007076)
9e5f388c-8c4e-550d-87ca-00eb3feecbb0,mitotic cytokinesis (GO:0000281)
cd8412e6-44f1-5347-aa97-8f18937f8636,mitotic cytokinetic process (GO:1902410)
df9bd9e3-6af9-5eed-8fd6-8be0568bed75,mitotic DNA damage checkpoint signaling (GO:0044773)
4bdbe0d0-fb41-5568-beda-b0c2b2d61be3,mitotic DNA integrity checkpoint signaling (GO:0044774)
c06a733d-2750-5168-bec8-a48e03a65bf8,mitotic DNA replication (GO:1902969)
35d561c5-c463-5634-a6af-8b4b090b0596,mitotic DNA replication checkpoint signaling (GO:0033314)
8d7b69da-0144-5ba4-be43-f487245f9a16,mitotic DNA replication initiation (GO:1902975)
46ebd703-32b8-5a7b-8d0d-d582d1dc67e8,mitotic G1 DNA damage checkpoint signaling (GO:0031571)
fff4d25e-6a47-5389-aa92-6c768f5796da,mitotic G1/S transition checkpoint signaling (GO:0044819)
599429c7-56af-5983-a7f9-bcfe8e1f5e9f,mitotic G2 DNA damage checkpoint signaling (GO:0007095)
d7f82939-270d-5c40-b0ba-a5cabd43594b,mitotic G2/M transition checkpoint (GO:0044818)
b2a79f74-a87e-5c09-a3b7-3d8009cd01eb,mitotic intra-S DNA damage checkpoint signaling (GO:0031573)
a7280db1-bc0a-5b7b-8b55-c7d0df56f354,mitotic metaphase plate congression (GO:0007080)
53eb3c1a-99b4-592f-aa2c-3a14a027e510,mitotic nuclear division (GO:0140014)
1556d71d-3658-5b7b-8a1e-0d22d3b3b255,mitotic nuclear membrane disassembly (GO:0007077)
84b2948b-f484-5291-a1c7-733950a5c1d3,mitotic nuclear membrane organization (GO:0101024)
e7f58dcd-3d87-5858-9153-550aa2df704c,mitotic nuclear membrane reassembly (GO:0007084)
45c52e16-de7c-5d87-844d-59d3e267d80e,mitotic recombination (GO:0006312)
4a4e3495-cb40-502d-bb7d-2380195757c9,mitotic sister chromatid cohesion (GO:0007064)
4140f434-75b7-501f-9760-0f6b7dbeec4a,mitotic sister chromatid segregation (GO:0000070)
e2dc2598-5b0b-5b8f-8f66-a2d1ce551de8,mitotic spindle assembly (GO:0090307)
36d12620-e5bc-574f-9c16-c302128dc229,mitotic spindle assembly checkpoint signaling (GO:0007094)
f64bb943-dc18-5f19-ab73-69bc1706910e,mitotic spindle checkpoint signaling (GO:0071174)
5d183d42-f545-54e7-8eed-50e809e9c034,mitotic spindle elongation (GO:0000022)
c3a23585-5b6d-525c-91db-3f5bb86d1ebf,mitotic spindle midzone assembly (GO:0051256)
2bfaf11f-80e0-5d60-b4b9-afdaf339192c,mitotic spindle organization (GO:0007052)
897e599e-8846-5feb-a324-dff8bbbc57cb,mitral valve development (GO:0003174)
2c1a2b98-a3e3-58aa-8507-2fc02598dd27,mitral valve morphogenesis (GO:0003183)
fbef6904-0446-58ec-9be3-5e9f1a42f086,modification-dependent macromolecule catabolic process (GO:0043632)
d0e62ecc-0a07-569e-8d42-e845c5087996,modification-dependent protein catabolic process (GO:0019941)
24c97085-baad-52ec-a103-84bb0e1f1d2f,modified amino acid transport (GO:0072337)
83990db7-2318-5c59-a34d-d6f2d8b947b9,modulation by host of symbiont process (GO:0051851)
61c01df1-3183-56d0-8830-01c7e7beaee0,modulation by host of viral genome replication (GO:0044827)
e9a29f67-7767-595f-b4be-ca8672950ddf,modulation by host of viral process (GO:0044788)
7f75d3b3-3218-5097-9e1d-400914331e9f,modulation by symbiont of entry into host (GO:0052372)
e4f4780c-05d5-5377-b694-daa0cbc8399c,modulation by symbiont of host apoptotic process (GO:0052150)
f4726352-9c4a-5d43-848d-c8d9568eaeec,modulation by symbiont of host autophagy (GO:0075071)
e8c16192-7b95-55af-a68e-d82136d38c91,modulation by symbiont of host defense response (GO:0052031)
f051e1c9-2d7d-57e2-9920-de2c6ca9d008,modulation by symbiont of host process (GO:0044003)
4e1dbd73-f728-58d5-9408-8bf356ea1913,modulation of chemical synaptic transmission (GO:0050804)
38138ae9-86e8-561e-8c0b-96838e581a36,modulation of excitatory postsynaptic potential (GO:0098815)
18a2cb8a-6ada-5f84-809e-591330650081,molybdopterin cofactor biosynthetic process (GO:0032324)
454a5b1b-3350-51ff-824f-42c60296acfe,monoacylglycerol biosynthetic process (GO:0006640)
f570d467-ed80-52d3-89fd-c56cf3c29717,monoacylglycerol catabolic process (GO:0052651)
ae3a53f2-f3b8-5d6c-b2c5-4b8d2a0cf20b,monoacylglycerol metabolic process (GO:0046462)
aa94608a-b185-5c8f-a4ad-7d7a15b722d7,monoamine transport (GO:0015844)
10bfa36a-6339-5b18-8cc7-6cb41d273b3e,monocarboxylic acid biosynthetic process (GO:0072330)
7c6900ca-9d32-5548-a898-8c4b4f8ca240,monocarboxylic acid catabolic process (GO:0072329)
e34be5ce-32da-5e32-9554-eb3b5b0b13a6,monocarboxylic acid metabolic process (GO:0032787)
945db850-41f0-5a83-ba89-0158b033c744,monocarboxylic acid transport (GO:0015718)
9c8dc8c0-d5ac-5fd7-86c6-ea0112bf7739,monocyte activation (GO:0042117)
2a7df1be-e4e2-558c-8b59-f5b2258b7abe,monocyte chemotaxis (GO:0002548)
8b02e8bf-b26a-5400-a6f8-d30ce6f7e169,monocyte differentiation (GO:0030224)
10516be6-83df-5125-8a98-f2716b06a5f6,monocyte extravasation (GO:0035696)
743a9e87-61e2-5014-a701-63144a74c8bb,mononuclear cell differentiation (GO:1903131)
414faf88-b005-58fb-a737-53cae53e3674,monosaccharide transmembrane transport (GO:0015749)
c3ba27b0-505e-5cc0-b105-6f2d08bd782a,monoterpenoid metabolic process (GO:0016098)
1bc4fe2a-9932-5501-a729-015fd29a1cee,monoubiquitinated protein deubiquitination (GO:0035520)
55c644e9-350b-51dd-852d-edaa70eeae78,monovalent inorganic anion homeostasis (GO:0055083)
ad29d2d8-4571-5239-aff2-dd86694eb5ba,monovalent inorganic cation homeostasis (GO:0055067)
9fc5cc3e-1d15-5a0e-920c-7f22d5136ef1,morphogenesis of a polarized epithelium (GO:0001738)
f2476f34-2d66-5372-a557-1e96c3caaf8c,morphogenesis of an endothelium (GO:0003159)
6ebf130c-c85a-58f2-bdfe-e10d53684e2f,morphogenesis of an epithelial sheet (GO:0002011)
b8f52621-6627-5cea-82cc-4b3fabd95ebe,morphogenesis of an epithelium (GO:0002009)
647a8499-575c-55ce-b106-c7ecb5691ec7,motile cilium assembly (GO:0044458)
595d98c2-c2e7-561e-a54f-6ea54a241377,motor neuron axon guidance (GO:0008045)
fb9e4f43-3455-5d66-ac1d-532fa66593f3,mRNA 3'-end processing (GO:0031124)
34e3bc17-0783-55a0-8f42-435a67a41297,mRNA 3'-end processing by stem-loop binding and cleavage (GO:0006398)
021149ae-618e-5a72-aa91-bc32cd080380,mRNA 3'-splice site recognition (GO:0000389)
92236c73-e975-5e59-b118-c6dab204a05f,mRNA 5'-splice site recognition (GO:0000395)
3cf71124-7145-5a6a-8aaa-a43e950e2f66,mRNA catabolic process (GO:0006402)
8ee34568-672f-5757-b031-725642477392,"mRNA cis splicing, via spliceosome (GO:0045292)"
cb703594-591d-5a5f-91c0-f49a5a679db3,mRNA cleavage (GO:0006379)
feb34ef1-612f-56a7-b28b-06eee340c0e8,mRNA cleavage involved in gene silencing by miRNA (GO:0035279)
d9146a62-da11-53a7-a708-5d0d5ce2ad99,mRNA cleavage involved in mRNA processing (GO:0098787)
91176aee-b53f-5d5f-a007-91f0424401e7,mRNA destabilization (GO:0061157)
69f736c6-e5a2-5a69-aaf2-235901f300bb,mRNA export from nucleus (GO:0006406)
d8a4ba52-33c5-565e-9b56-777b9aa4ae6d,mRNA metabolic process (GO:0016071)
9386d570-8273-53c4-af06-e0fb89ac4c58,mRNA methylation (GO:0080009)
63a9347c-aeed-5290-8097-9ed0e8cff077,mRNA modification (GO:0016556)
517f1e8a-2e7f-50e2-b639-fd07c9dcfc40,mRNA polyadenylation (GO:0006378)
15925706-4faf-54c6-883c-8a4e9ddecda2,mRNA processing (GO:0006397)
7a486d17-8450-5987-98e2-61f6d4865765,mRNA pseudouridine synthesis (GO:1990481)
86b986c7-ac45-5781-8b92-1de644ad77a7,mRNA splice site selection (GO:0006376)
93830906-c033-5a99-8604-0b3d579e7d07,"mRNA splicing, via spliceosome (GO:0000398)"
13847067-74d7-567d-b613-c5be976f3c5e,mRNA stabilization (GO:0048255)
33beb051-5f0f-5fbd-b085-8c0d58874d1f,mRNA transcription (GO:0009299)
89a02cd1-a679-5376-a992-79291da4e47f,mRNA transcription by RNA polymerase II (GO:0042789)
45d8fddb-f21d-5347-b2b1-425b49ef4606,mRNA transport (GO:0051028)
14466e7a-7367-56cc-bfe6-fb0c4fdf3a9c,mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)
0980bbb8-1392-5a93-8b37-d11821d6720c,mucosal immune response (GO:0002385)
02ca7cfa-84ab-51b6-8448-ba734ca5beaf,multi-ciliated epithelial cell differentiation (GO:1903251)
567203a0-a4ea-55a3-a60a-e41570a0753b,multinuclear osteoclast differentiation (GO:0072674)
6b42240e-4f46-52d8-a1bb-30f08ed268e2,multivesicular body assembly (GO:0036258)
8109c3c1-9232-58f3-970a-9dca2324e89e,multivesicular body organization (GO:0036257)
b7d48d77-32a4-5c51-839d-98ad5571cc10,muscle cell development (GO:0055001)
b0841c69-6921-5a39-a291-ea918b935ef2,muscle cell differentiation (GO:0042692)
2425f930-601e-5ee9-9f12-175a63d4aa6f,muscle cell fate commitment (GO:0042693)
17af68fe-2fd3-5bc5-b782-ee2e02c5fc31,muscle cell migration (GO:0014812)
02c2977c-ec2d-5241-b127-005e5ddbd72a,muscle contraction (GO:0006936)
8a1c6654-1066-5f95-bed6-82561fbd2fe1,muscle filament sliding (GO:0030049)
47d8c48f-14f2-5141-aeea-d1124608e7db,muscle organ development (GO:0007517)
b1fed691-5b7c-5727-b79a-5cf67d94e248,muscle tissue development (GO:0060537)
43702a2b-3ad3-5d10-ace2-3e679a6b741c,muscle tissue morphogenesis (GO:0060415)
9b452b29-0d40-5b6e-8921-70882bcda924,mycotoxin metabolic process (GO:0043385)
6bcb234b-43c2-5a8e-9cc6-ff5c7275fa51,MyD88-dependent toll-like receptor signaling pathway (GO:0002755)
7d67e380-8ee7-50ad-a373-8fc119f481f1,MyD88-independent toll-like receptor signaling pathway (GO:0002756)
f3a81ef3-63ae-5329-a967-ea7f7c4a4754,myelin assembly (GO:0032288)
90519378-f0e2-5045-b3c3-3621ba341fc7,myelin maintenance (GO:0043217)
c62c134c-42a6-590b-8349-5a9e4d03b77f,myelination (GO:0042552)
2725f325-93fa-5c37-903e-bf5e764b48a8,myelination in peripheral nervous system (GO:0022011)
58aaed4d-8df7-5401-a5cc-d11d82f54492,myeloid cell activation involved in immune response (GO:0002275)
606f55cd-2ae2-50a7-979a-beae08af328a,myeloid cell development (GO:0061515)
13bf6663-0238-5012-b80a-1aad7f2cf16d,myeloid cell differentiation (GO:0030099)
38ec8d28-e2bc-5b76-8d93-d07839cc2934,myeloid dendritic cell activation (GO:0001773)
0c0afb6c-0ef3-5144-b8e1-618f44092396,myeloid dendritic cell differentiation (GO:0043011)
57943300-b510-5b45-b012-ef56415d4486,myeloid leukocyte differentiation (GO:0002573)
c3748106-bc11-53ba-be6d-9331c6a61769,myeloid leukocyte mediated immunity (GO:0002444)
909e0c49-92b2-5c1c-b73b-fa85b62dd3fc,myoblast differentiation (GO:0045445)
678da2eb-fbea-5534-8620-5d84c8dd2677,myoblast fusion (GO:0007520)
0b7be511-8d25-5871-af47-9f1be3bf93e4,myoblast migration (GO:0051451)
80e2eb51-e069-5938-b398-9c8d386d224d,myofibril assembly (GO:0030239)
06400e81-52e8-51b1-a88c-2bbbe29fb5e3,myotube cell development (GO:0014904)
396da8a8-2174-57f0-8b60-fe8f487d1cc9,myotube differentiation (GO:0014902)
a62aeb71-74d9-55be-813c-95b165ce2657,N-acetylglucosamine metabolic process (GO:0006044)
23eb225e-ee30-5ddf-9b0d-5f5a9f1173e6,N-acetylneuraminate catabolic process (GO:0019262)
ddb340ff-5fae-55d1-89f6-e877da3367ad,N-acetylneuraminate metabolic process (GO:0006054)
8ea4888a-bb5e-5f58-b147-0a4447d394fb,N-acylethanolamine metabolic process (GO:0070291)
6a35347d-361c-5456-aab2-f8ffc6a94077,N-acylphosphatidylethanolamine metabolic process (GO:0070292)
a532c8c2-62bd-57ee-a32f-16fc98004244,N-glycan processing (GO:0006491)
edbf0903-60e8-532c-8bf9-e9a4de6c9d5c,N-terminal peptidyl-methionine acetylation (GO:0017196)
de4656a3-6c1a-58bb-94d6-5bfa8b93675e,N-terminal protein amino acid acetylation (GO:0006474)
f89ffe5b-dcce-5e66-affd-d4f2d02c6e0d,N-terminal protein amino acid modification (GO:0031365)
c095677c-6f3d-5af7-89c3-dc343c525302,NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)
01f89e0c-3357-55b7-a651-da5214e63fa1,NAD biosynthetic process (GO:0009435)
cb20cf6f-9077-598b-8769-adb3ca4cf40b,NADH dehydrogenase complex assembly (GO:0010257)
42e46dc4-3f80-5803-a9e8-52065dbde16e,natural killer cell activation (GO:0030101)
92a92d16-cae3-525c-b6b8-2ebde47d4104,natural killer cell activation involved in immune response (GO:0002323)
2988a15e-e215-5c36-8fa3-dd79dd1455a6,natural killer cell differentiation (GO:0001779)
74f30d07-ad5e-54a7-afc2-ddd7dec90dbd,natural killer cell mediated cytotoxicity (GO:0042267)
d0415a47-a41c-57a3-9ee4-583cd32e50bd,natural killer cell mediated immunity (GO:0002228)
b5c95d32-a10d-5b57-b7cb-fb111096713f,ncRNA 3'-end processing (GO:0043628)
59f5a5aa-8996-5121-9351-2081ee167636,ncRNA catabolic process (GO:0034661)
b0f1c1d3-6f96-58a3-b08e-4fe3b1caaba2,ncRNA export from nucleus (GO:0097064)
1c280970-9215-59f1-9930-a65dae2b54db,ncRNA metabolic process (GO:0034660)
bebecbc7-4e9d-578f-954f-a4ded50607ef,ncRNA processing (GO:0034470)
9eb80902-e1cb-5ff9-a133-4ebbf795e510,ncRNA transcription (GO:0098781)
5672b2df-8689-56aa-a57b-ae0cba857072,necroptotic process (GO:0070266)
0b870fbc-36a9-52c9-aed4-89188ed70c3f,negative chemotaxis (GO:0050919)
aae08258-10fb-56b2-ba7a-0b9f7e1bf837,negative regulation by host of viral genome replication (GO:0044828)
c05fb3ea-2aa5-5d99-9c9f-8fac757ee5b4,negative regulation by host of viral process (GO:0044793)
69bb96c5-a33d-5456-943b-3b7c58472fd3,negative regulation by host of viral transcription (GO:0043922)
b49c0e32-b5a8-5fab-9ae2-e7b8e38a1b79,negative regulation by symbiont of host apoptotic process (GO:0033668)
51e86c02-1024-5e04-8263-33932eabd4c3,negative regulation by symbiont of host programmed cell death (GO:0052041)
48ec8514-569f-5359-bbdd-71c1b5c68849,negative regulation of actin filament bundle assembly (GO:0032232)
2ff09a9e-5c87-5731-91c6-2f4f8045f3c4,negative regulation of actin filament depolymerization (GO:0030835)
cab5a3fd-6966-51e7-9fd2-5198f9bb8bea,negative regulation of actin filament polymerization (GO:0030837)
b0bbd6b7-680b-59b5-ab08-4167a91d9e1b,negative regulation of actin nucleation (GO:0051126)
97347c30-939f-56e2-bf8e-13fc73c6d97c,negative regulation of activated T cell proliferation (GO:0046007)
30574ada-d586-567f-98ca-15ccdaedb851,negative regulation of activin receptor signaling pathway (GO:0032926)
172c1d9c-b585-5a03-baae-3cf0e6e003bc,negative regulation of acute inflammatory response (GO:0002674)
9803648d-f7ee-549c-b906-a40d0241d5ce,negative regulation of adaptive immune response (GO:0002820)
e408bc7e-ff68-536f-996c-dbdb898cf1b9,negative regulation of adenylate cyclase activity (GO:0007194)
aaba52f5-a430-579d-959f-16539d92cc92,negative regulation of alcohol biosynthetic process (GO:1902931)
3b8834b5-a075-5d84-80b3-7a4c0cea39ba,negative regulation of alpha-beta T cell activation (GO:0046636)
e9afd19e-3929-5551-8717-0c6868dd792b,negative regulation of alpha-beta T cell differentiation (GO:0046639)
09cfe397-db06-58b9-8eb5-612b1cf69c8c,negative regulation of alpha-beta T cell proliferation (GO:0046642)
1dafd6b2-9f7f-5cf8-902b-0155966e3e1d,negative regulation of amino acid transport (GO:0051956)
40541f64-3fbe-5659-8064-b0241a0c6cdd,negative regulation of amyloid fibril formation (GO:1905907)
f7b2d981-8912-52ee-ad81-67fe1cfa8cdc,negative regulation of amyloid precursor protein biosynthetic process (GO:0042985)
b9e81c95-afdc-5916-97db-98e26d4b19d0,negative regulation of amyloid precursor protein catabolic process (GO:1902992)
fb31f7fe-2692-5d6b-8ff8-bf5f94d7f31f,negative regulation of amyloid-beta clearance (GO:1900222)
d26a74ff-2b1e-5992-ac87-73cf63d8576a,negative regulation of amyloid-beta formation (GO:1902430)
61180d08-d310-5300-98fd-7132d02a2e9b,negative regulation of androgen receptor signaling pathway (GO:0060766)
2dfe4249-2f07-5fd5-91ac-ee8e7ac35157,negative regulation of angiogenesis (GO:0016525)
ad439b87-c3df-5cf0-9fb3-411d6a44b994,negative regulation of anion transmembrane transport (GO:1903960)
077f1c6b-dd39-5fdc-a228-e4c0bc7f3b0f,negative regulation of anion transport (GO:1903792)
be450f48-59b6-56dd-9430-a1c66faf27bb,negative regulation of anoikis (GO:2000811)
258c8628-c5e2-5f61-b632-4c53e04f8f8f,negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)
e9ca1cac-6612-53b8-b1ff-1bf234720a27,negative regulation of apoptotic process (GO:0043066)
8a20219e-7d6f-5465-9735-7ff5f70d6121,negative regulation of apoptotic signaling pathway (GO:2001234)
4804ff41-a961-5baa-9700-71d55d73ca70,negative regulation of appetite (GO:0032099)
0f1491e2-4719-553a-9c9d-3dc706f226b6,negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316)
f40b2806-74be-5af7-b691-978983d4bae5,negative regulation of astrocyte differentiation (GO:0048712)
918d4ca2-6c91-548f-803f-9d633e9fd171,negative regulation of ATP metabolic process (GO:1903579)
e56ec732-97c7-555d-bf5f-29763b5c143f,negative regulation of ATPase activity (GO:0032780)
0834640f-9153-5d6f-94f8-fde9cab8d6c3,negative regulation of autophagosome assembly (GO:1902902)
a0292e6a-4339-5f4c-ad54-d99a5fd5884b,negative regulation of autophagosome maturation (GO:1901097)
58121971-07b4-5c4f-8f1d-11c165d46e79,negative regulation of autophagy (GO:0010507)
2b7450a5-8142-5e5f-b582-38686a004cad,negative regulation of axon extension (GO:0030517)
65a6aac1-e5e6-5bae-bc25-5d2aa818073f,negative regulation of axon extension involved in axon guidance (GO:0048843)
a354726e-f6e7-5657-862c-a8600b1f9e0d,negative regulation of axon regeneration (GO:0048681)
c210c426-8b9a-5551-a5f9-e0b96dcc35b9,negative regulation of axonogenesis (GO:0050771)
b1c99b56-3809-5db8-a53d-29ca40050c32,negative regulation of B cell activation (GO:0050869)
cd4fd6c8-312a-524d-85ca-9713572e82d4,negative regulation of B cell apoptotic process (GO:0002903)
22774b09-960b-53a8-86c5-67c6fffc9dcb,negative regulation of B cell differentiation (GO:0045578)
988d07ac-39c3-58cb-be8f-a707cf27480e,negative regulation of B cell proliferation (GO:0030889)
f2ca3e36-f7fa-568f-9880-cd88d2e9bb17,negative regulation of B cell receptor signaling pathway (GO:0050859)
1ed089d7-3d61-5dfb-b417-23e38ef5408d,negative regulation of binding (GO:0051100)
d0306fe6-b2e7-58ba-b4e1-25412a7e243b,negative regulation of biomineral tissue development (GO:0070168)
baad922a-1037-5141-84ce-8a8265a1f988,negative regulation of biomineralization (GO:0110150)
78937dc0-e5d0-5791-aa83-0c57a24b7a64,negative regulation of biosynthetic process (GO:0009890)
fab6d938-079e-5539-bb61-c5755a740925,negative regulation of blood coagulation (GO:0030195)
4daa3e6e-80d8-5aa1-95d3-d4dfeed4a6c0,"negative regulation of blood coagulation, intrinsic pathway (GO:2000267)"
eb16c1d9-9bac-5dbe-b0ca-2cd39a53f649,negative regulation of blood pressure (GO:0045776)
2f3dc49b-5d17-59f4-8ea8-de6d163620a1,negative regulation of blood vessel endothelial cell migration (GO:0043537)
71f47ad2-c293-53e0-a479-1c185123ef2c,negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903588)
e7b40112-12dd-5b8c-98ab-c4891cb7953e,negative regulation of blood vessel morphogenesis (GO:2000181)
