id,label,uri
4589,MUC7,https://www.ncbi.nlm.nih.gov/gene/4589
653423,SPAG11A,https://www.ncbi.nlm.nih.gov/gene/653423
10407,SPAG11B,https://www.ncbi.nlm.nih.gov/gene/10407
117285,DEFB118,https://www.ncbi.nlm.nih.gov/gene/117285
5473,PPBP,https://www.ncbi.nlm.nih.gov/gene/5473
2147,F2,https://www.ncbi.nlm.nih.gov/gene/2147
85569,GALP,https://www.ncbi.nlm.nih.gov/gene/85569
2597,GAPDH,https://www.ncbi.nlm.nih.gov/gene/2597
5967,REG1A,https://www.ncbi.nlm.nih.gov/gene/5967
57115,PGLYRP4,https://www.ncbi.nlm.nih.gov/gene/57115
6357,CCL13,https://www.ncbi.nlm.nih.gov/gene/6357
114771,PGLYRP3,https://www.ncbi.nlm.nih.gov/gene/114771
6156,RPL30,https://www.ncbi.nlm.nih.gov/gene/6156
5968,REG1B,https://www.ncbi.nlm.nih.gov/gene/5968
140850,DEFB127,https://www.ncbi.nlm.nih.gov/gene/140850
81623,DEFB126,https://www.ncbi.nlm.nih.gov/gene/81623
10578,GNLY,https://www.ncbi.nlm.nih.gov/gene/10578
6223,RPS19,https://www.ncbi.nlm.nih.gov/gene/6223
8993,PGLYRP1,https://www.ncbi.nlm.nih.gov/gene/8993
8165,AKAP1,https://www.ncbi.nlm.nih.gov/gene/8165
29800,ZDHHC1,https://www.ncbi.nlm.nih.gov/gene/29800
23586,DDX58,https://www.ncbi.nlm.nih.gov/gene/23586
4599,MX1,https://www.ncbi.nlm.nih.gov/gene/4599
81570,CLPB,https://www.ncbi.nlm.nih.gov/gene/81570
55210,ATAD3A,https://www.ncbi.nlm.nih.gov/gene/55210
79844,ZDHHC11,https://www.ncbi.nlm.nih.gov/gene/79844
4938,OAS1,https://www.ncbi.nlm.nih.gov/gene/4938
3434,IFIT1,https://www.ncbi.nlm.nih.gov/gene/3434
84282,RNF135,https://www.ncbi.nlm.nih.gov/gene/84282
6909,TBX2,https://www.ncbi.nlm.nih.gov/gene/6909
7021,TFAP2B,https://www.ncbi.nlm.nih.gov/gene/7021
5159,PDGFRB,https://www.ncbi.nlm.nih.gov/gene/5159
4035,LRP1,https://www.ncbi.nlm.nih.gov/gene/4035
5311,PKD2,https://www.ncbi.nlm.nih.gov/gene/5311
6092,ROBO2,https://www.ncbi.nlm.nih.gov/gene/6092
25831,HECTD1,https://www.ncbi.nlm.nih.gov/gene/25831
30008,EFEMP2,https://www.ncbi.nlm.nih.gov/gene/30008
187,APLNR,https://www.ncbi.nlm.nih.gov/gene/187
56999,ADAMTS9,https://www.ncbi.nlm.nih.gov/gene/56999
94,ACVRL1,https://www.ncbi.nlm.nih.gov/gene/94
4638,MYLK,https://www.ncbi.nlm.nih.gov/gene/4638
54567,DLL4,https://www.ncbi.nlm.nih.gov/gene/54567
3516,RBPJ,https://www.ncbi.nlm.nih.gov/gene/3516
2022,ENG,https://www.ncbi.nlm.nih.gov/gene/2022
657,BMPR1A,https://www.ncbi.nlm.nih.gov/gene/657
7040,TGFB1,https://www.ncbi.nlm.nih.gov/gene/7040
4846,NOS3,https://www.ncbi.nlm.nih.gov/gene/4846
7075,TIE1,https://www.ncbi.nlm.nih.gov/gene/7075
4772,NFATC1,https://www.ncbi.nlm.nih.gov/gene/4772
4091,SMAD6,https://www.ncbi.nlm.nih.gov/gene/4091
7132,TNFRSF1A,https://www.ncbi.nlm.nih.gov/gene/7132
7133,TNFRSF1B,https://www.ncbi.nlm.nih.gov/gene/7133
1942,EFNA1,https://www.ncbi.nlm.nih.gov/gene/1942
652,BMP4,https://www.ncbi.nlm.nih.gov/gene/652
6591,SNAI2,https://www.ncbi.nlm.nih.gov/gene/6591
6615,SNAI1,https://www.ncbi.nlm.nih.gov/gene/6615
4851,NOTCH1,https://www.ncbi.nlm.nih.gov/gene/4851
2006,ELN,https://www.ncbi.nlm.nih.gov/gene/2006
140628,GATA5,https://www.ncbi.nlm.nih.gov/gene/140628
7291,TWIST1,https://www.ncbi.nlm.nih.gov/gene/7291
9353,SLIT2,https://www.ncbi.nlm.nih.gov/gene/9353
57057,TBX20,https://www.ncbi.nlm.nih.gov/gene/57057
6662,SOX9,https://www.ncbi.nlm.nih.gov/gene/6662
11117,EMILIN1,https://www.ncbi.nlm.nih.gov/gene/11117
6586,SLIT3,https://www.ncbi.nlm.nih.gov/gene/6586
79977,GRHL2,https://www.ncbi.nlm.nih.gov/gene/79977
5010,CLDN11,https://www.ncbi.nlm.nih.gov/gene/5010
9071,CLDN10,https://www.ncbi.nlm.nih.gov/gene/9071
324,APC,https://www.ncbi.nlm.nih.gov/gene/324
10686,CLDN16,https://www.ncbi.nlm.nih.gov/gene/10686
24146,CLDN15,https://www.ncbi.nlm.nih.gov/gene/24146
23562,CLDN14,https://www.ncbi.nlm.nih.gov/gene/23562
5175,PECAM1,https://www.ncbi.nlm.nih.gov/gene/5175
51208,CLDN18,https://www.ncbi.nlm.nih.gov/gene/51208
26285,CLDN17,https://www.ncbi.nlm.nih.gov/gene/26285
85302,FBF1,https://www.ncbi.nlm.nih.gov/gene/85302
143162,FRMPD2,https://www.ncbi.nlm.nih.gov/gene/143162
9075,CLDN2,https://www.ncbi.nlm.nih.gov/gene/9075
84552,PARD6G,https://www.ncbi.nlm.nih.gov/gene/84552
9076,CLDN1,https://www.ncbi.nlm.nih.gov/gene/9076
50855,PARD6A,https://www.ncbi.nlm.nih.gov/gene/50855
84612,PARD6B,https://www.ncbi.nlm.nih.gov/gene/84612
91862,MARVELD3,https://www.ncbi.nlm.nih.gov/gene/91862
153562,MARVELD2,https://www.ncbi.nlm.nih.gov/gene/153562
5584,PRKCI,https://www.ncbi.nlm.nih.gov/gene/5584
56288,PARD3,https://www.ncbi.nlm.nih.gov/gene/56288
10015,PDCD6IP,https://www.ncbi.nlm.nih.gov/gene/10015
143098,MPP7,https://www.ncbi.nlm.nih.gov/gene/143098
1366,CLDN7,https://www.ncbi.nlm.nih.gov/gene/1366
100288814,CLDN34,https://www.ncbi.nlm.nih.gov/gene/100288814
100506658,OCLN,https://www.ncbi.nlm.nih.gov/gene/100506658
9074,CLDN6,https://www.ncbi.nlm.nih.gov/gene/9074
7122,CLDN5,https://www.ncbi.nlm.nih.gov/gene/7122
1364,CLDN4,https://www.ncbi.nlm.nih.gov/gene/1364
9080,CLDN9,https://www.ncbi.nlm.nih.gov/gene/9080
5872,RAB13,https://www.ncbi.nlm.nih.gov/gene/5872
9073,CLDN8,https://www.ncbi.nlm.nih.gov/gene/9073
90952,ESAM,https://www.ncbi.nlm.nih.gov/gene/90952
6801,STRN,https://www.ncbi.nlm.nih.gov/gene/6801
92359,CRB3,https://www.ncbi.nlm.nih.gov/gene/92359
10207,PATJ,https://www.ncbi.nlm.nih.gov/gene/10207
402,ARL2,https://www.ncbi.nlm.nih.gov/gene/402
137075,CLDN23,https://www.ncbi.nlm.nih.gov/gene/137075
53842,CLDN22,https://www.ncbi.nlm.nih.gov/gene/53842
49861,CLDN20,https://www.ncbi.nlm.nih.gov/gene/49861
644672,CLDN25,https://www.ncbi.nlm.nih.gov/gene/644672
100132463,CLDN24,https://www.ncbi.nlm.nih.gov/gene/100132463
57216,VANGL2,https://www.ncbi.nlm.nih.gov/gene/57216
9620,CELSR1,https://www.ncbi.nlm.nih.gov/gene/9620
4118,MAL,https://www.ncbi.nlm.nih.gov/gene/4118
387755,INSC,https://www.ncbi.nlm.nih.gov/gene/387755
5205,ATP8B1,https://www.ncbi.nlm.nih.gov/gene/5205
57120,GOPC,https://www.ncbi.nlm.nih.gov/gene/57120
7305,TYROBP,https://www.ncbi.nlm.nih.gov/gene/7305
389668,XKR9,https://www.ncbi.nlm.nih.gov/gene/389668
55113,XKR8,https://www.ncbi.nlm.nih.gov/gene/55113
7301,TYRO3,https://www.ncbi.nlm.nih.gov/gene/7301
5914,RARA,https://www.ncbi.nlm.nih.gov/gene/5914
389610,XKR5,https://www.ncbi.nlm.nih.gov/gene/389610
114786,XKR4,https://www.ncbi.nlm.nih.gov/gene/114786
343702,XKR7,https://www.ncbi.nlm.nih.gov/gene/343702
286046,XKR6,https://www.ncbi.nlm.nih.gov/gene/286046
2219,FCN1,https://www.ncbi.nlm.nih.gov/gene/2219
2220,FCN2,https://www.ncbi.nlm.nih.gov/gene/2220
8547,FCN3,https://www.ncbi.nlm.nih.gov/gene/8547
84466,MEGF10,https://www.ncbi.nlm.nih.gov/gene/84466
246,ALOX15,https://www.ncbi.nlm.nih.gov/gene/246
7057,THBS1,https://www.ncbi.nlm.nih.gov/gene/7057
3146,HMGB1,https://www.ncbi.nlm.nih.gov/gene/3146
54209,TREM2,https://www.ncbi.nlm.nih.gov/gene/54209
7052,TGM2,https://www.ncbi.nlm.nih.gov/gene/7052
81567,TXNDC5,https://www.ncbi.nlm.nih.gov/gene/81567
10595,ERN2,https://www.ncbi.nlm.nih.gov/gene/10595
1677,DFFB,https://www.ncbi.nlm.nih.gov/gene/1677
7153,TOP2A,https://www.ncbi.nlm.nih.gov/gene/7153
22985,ACIN1,https://www.ncbi.nlm.nih.gov/gene/22985
2021,ENDOG,https://www.ncbi.nlm.nih.gov/gene/2021
1676,DFFA,https://www.ncbi.nlm.nih.gov/gene/1676
58511,DNASE2B,https://www.ncbi.nlm.nih.gov/gene/58511
23405,DICER1,https://www.ncbi.nlm.nih.gov/gene/23405
9941,EXOG,https://www.ncbi.nlm.nih.gov/gene/9941
3005,H1-0,https://www.ncbi.nlm.nih.gov/gene/3005
3148,HMGB2,https://www.ncbi.nlm.nih.gov/gene/3148
668,FOXL2,https://www.ncbi.nlm.nih.gov/gene/668
27443,CECR2,https://www.ncbi.nlm.nih.gov/gene/27443
3837,KPNB1,https://www.ncbi.nlm.nih.gov/gene/3837
836,CASP3,https://www.ncbi.nlm.nih.gov/gene/836
1777,DNASE2,https://www.ncbi.nlm.nih.gov/gene/1777
1776,DNASE1L3,https://www.ncbi.nlm.nih.gov/gene/1776
3836,KPNA1,https://www.ncbi.nlm.nih.gov/gene/3836
51024,FIS1,https://www.ncbi.nlm.nih.gov/gene/51024
64422,ATG3,https://www.ncbi.nlm.nih.gov/gene/64422
638,BIK,https://www.ncbi.nlm.nih.gov/gene/638
8326,FZD9,https://www.ncbi.nlm.nih.gov/gene/8326
6648,SOD2,https://www.ncbi.nlm.nih.gov/gene/6648
79017,GGCT,https://www.ncbi.nlm.nih.gov/gene/79017
598,BCL2L1,https://www.ncbi.nlm.nih.gov/gene/598
203245,NAIF1,https://www.ncbi.nlm.nih.gov/gene/203245
1191,CLU,https://www.ncbi.nlm.nih.gov/gene/1191
487,ATP2A1,https://www.ncbi.nlm.nih.gov/gene/487
2537,IFI6,https://www.ncbi.nlm.nih.gov/gene/2537
3433,IFIT2,https://www.ncbi.nlm.nih.gov/gene/3433
56947,MFF,https://www.ncbi.nlm.nih.gov/gene/56947
3099,HK2,https://www.ncbi.nlm.nih.gov/gene/3099
57805,CCAR2,https://www.ncbi.nlm.nih.gov/gene/57805
92609,TIMM50,https://www.ncbi.nlm.nih.gov/gene/92609
84883,AIFM2,https://www.ncbi.nlm.nih.gov/gene/84883
664,BNIP3,https://www.ncbi.nlm.nih.gov/gene/664
2810,SFN,https://www.ncbi.nlm.nih.gov/gene/2810
55737,VPS35,https://www.ncbi.nlm.nih.gov/gene/55737
10059,DNM1L,https://www.ncbi.nlm.nih.gov/gene/10059
10904,BLCAP,https://www.ncbi.nlm.nih.gov/gene/10904
162989,DEDD2,https://www.ncbi.nlm.nih.gov/gene/162989
80279,CDK5RAP3,https://www.ncbi.nlm.nih.gov/gene/80279
63924,CIDEC,https://www.ncbi.nlm.nih.gov/gene/63924
5518,PPP2R1A,https://www.ncbi.nlm.nih.gov/gene/5518
6425,SFRP5,https://www.ncbi.nlm.nih.gov/gene/6425
914,CD2,https://www.ncbi.nlm.nih.gov/gene/914
64121,RRAGC,https://www.ncbi.nlm.nih.gov/gene/64121
3429,IFI27,https://www.ncbi.nlm.nih.gov/gene/3429
1111,CHEK1,https://www.ncbi.nlm.nih.gov/gene/1111
4609,MYC,https://www.ncbi.nlm.nih.gov/gene/4609
1760,DMPK,https://www.ncbi.nlm.nih.gov/gene/1760
2765,GML,https://www.ncbi.nlm.nih.gov/gene/2765
1263,PLK3,https://www.ncbi.nlm.nih.gov/gene/1263
1647,GADD45A,https://www.ncbi.nlm.nih.gov/gene/1647
5581,PRKCE,https://www.ncbi.nlm.nih.gov/gene/5581
8740,TNFSF14,https://www.ncbi.nlm.nih.gov/gene/8740
247,ALOX15B,https://www.ncbi.nlm.nih.gov/gene/247
57048,PLSCR3,https://www.ncbi.nlm.nih.gov/gene/57048
3906,LALBA,https://www.ncbi.nlm.nih.gov/gene/3906
79400,NOX5,https://www.ncbi.nlm.nih.gov/gene/79400
5047,PAEP,https://www.ncbi.nlm.nih.gov/gene/5047
83982,IFI27L2,https://www.ncbi.nlm.nih.gov/gene/83982
122509,IFI27L1,https://www.ncbi.nlm.nih.gov/gene/122509
5153,PDE1B,https://www.ncbi.nlm.nih.gov/gene/5153
5551,PRF1,https://www.ncbi.nlm.nih.gov/gene/5551
63970,TP53AIP1,https://www.ncbi.nlm.nih.gov/gene/63970
8193,DPF1,https://www.ncbi.nlm.nih.gov/gene/8193
5977,DPF2,https://www.ncbi.nlm.nih.gov/gene/5977
8742,TNFSF12,https://www.ncbi.nlm.nih.gov/gene/8742
929,CD14,https://www.ncbi.nlm.nih.gov/gene/929
8870,IER3,https://www.ncbi.nlm.nih.gov/gene/8870
8626,TP63,https://www.ncbi.nlm.nih.gov/gene/8626
284110,GSDMA,https://www.ncbi.nlm.nih.gov/gene/284110
5077,PAX3,https://www.ncbi.nlm.nih.gov/gene/5077
3552,IL1A,https://www.ncbi.nlm.nih.gov/gene/3552
7097,TLR2,https://www.ncbi.nlm.nih.gov/gene/7097
3553,IL1B,https://www.ncbi.nlm.nih.gov/gene/3553
9459,ARHGEF6,https://www.ncbi.nlm.nih.gov/gene/9459
64651,CSRNP1,https://www.ncbi.nlm.nih.gov/gene/64651
22868,FASTKD2,https://www.ncbi.nlm.nih.gov/gene/22868
8087,FXR1,https://www.ncbi.nlm.nih.gov/gene/8087
9774,BCLAF1,https://www.ncbi.nlm.nih.gov/gene/9774
55312,RFK,https://www.ncbi.nlm.nih.gov/gene/55312
220441,RNF152,https://www.ncbi.nlm.nih.gov/gene/220441
83636,C19ORF12,https://www.ncbi.nlm.nih.gov/gene/83636
142,PARP1,https://www.ncbi.nlm.nih.gov/gene/142
9984,THOC1,https://www.ncbi.nlm.nih.gov/gene/9984
5414,SEPTIN4,https://www.ncbi.nlm.nih.gov/gene/5414
10293,TRAIP,https://www.ncbi.nlm.nih.gov/gene/10293
5515,PPP2CA,https://www.ncbi.nlm.nih.gov/gene/5515
3605,IL17A,https://www.ncbi.nlm.nih.gov/gene/3605
8751,ADAM15,https://www.ncbi.nlm.nih.gov/gene/8751
5467,PPARD,https://www.ncbi.nlm.nih.gov/gene/5467
28986,MAGEH1,https://www.ncbi.nlm.nih.gov/gene/28986
3440,IFNA2,https://www.ncbi.nlm.nih.gov/gene/3440
10884,MRPS30,https://www.ncbi.nlm.nih.gov/gene/10884
51147,ING4,https://www.ncbi.nlm.nih.gov/gene/51147
7852,CXCR4,https://www.ncbi.nlm.nih.gov/gene/7852
2033,EP300,https://www.ncbi.nlm.nih.gov/gene/2033
5325,PLAGL1,https://www.ncbi.nlm.nih.gov/gene/5325
10224,ZNF443,https://www.ncbi.nlm.nih.gov/gene/10224
7704,ZBTB16,https://www.ncbi.nlm.nih.gov/gene/7704
3981,LIG4,https://www.ncbi.nlm.nih.gov/gene/3981
100505705,SDIM1,https://www.ncbi.nlm.nih.gov/gene/100505705
9833,MELK,https://www.ncbi.nlm.nih.gov/gene/9833
2191,FAP,https://www.ncbi.nlm.nih.gov/gene/2191
27250,PDCD4,https://www.ncbi.nlm.nih.gov/gene/27250
8565,YARS1,https://www.ncbi.nlm.nih.gov/gene/8565
23645,PPP1R15A,https://www.ncbi.nlm.nih.gov/gene/23645
158471,PRUNE2,https://www.ncbi.nlm.nih.gov/gene/158471
196,AHR,https://www.ncbi.nlm.nih.gov/gene/196
1822,ATN1,https://www.ncbi.nlm.nih.gov/gene/1822
10519,CIB1,https://www.ncbi.nlm.nih.gov/gene/10519
1946,EFNA5,https://www.ncbi.nlm.nih.gov/gene/1946
2308,FOXO1,https://www.ncbi.nlm.nih.gov/gene/2308
79370,BCL2L14,https://www.ncbi.nlm.nih.gov/gene/79370
10018,BCL2L11,https://www.ncbi.nlm.nih.gov/gene/10018
114548,NLRP3,https://www.ncbi.nlm.nih.gov/gene/114548
84957,RELT,https://www.ncbi.nlm.nih.gov/gene/84957
7262,PHLDA2,https://www.ncbi.nlm.nih.gov/gene/7262
7224,TRPC5,https://www.ncbi.nlm.nih.gov/gene/7224
83999,KREMEN1,https://www.ncbi.nlm.nih.gov/gene/83999
84231,TRAF7,https://www.ncbi.nlm.nih.gov/gene/84231
4294,MAP3K10,https://www.ncbi.nlm.nih.gov/gene/4294
4853,NOTCH2,https://www.ncbi.nlm.nih.gov/gene/4853
79960,JADE1,https://www.ncbi.nlm.nih.gov/gene/79960
100288687,DUX4,https://www.ncbi.nlm.nih.gov/gene/100288687
7917,BAG6,https://www.ncbi.nlm.nih.gov/gene/7917
5366,PMAIP1,https://www.ncbi.nlm.nih.gov/gene/5366
85300,ATCAY,https://www.ncbi.nlm.nih.gov/gene/85300
25946,ZNF385A,https://www.ncbi.nlm.nih.gov/gene/25946
55504,TNFRSF19,https://www.ncbi.nlm.nih.gov/gene/55504
1718,DHCR24,https://www.ncbi.nlm.nih.gov/gene/1718
3659,IRF1,https://www.ncbi.nlm.nih.gov/gene/3659
4792,NFKBIA,https://www.ncbi.nlm.nih.gov/gene/4792
9700,ESPL1,https://www.ncbi.nlm.nih.gov/gene/9700
3661,IRF3,https://www.ncbi.nlm.nih.gov/gene/3661
3458,IFNG,https://www.ncbi.nlm.nih.gov/gene/3458
8473,OGT,https://www.ncbi.nlm.nih.gov/gene/8473
8718,TNFRSF25,https://www.ncbi.nlm.nih.gov/gene/8718
149428,BNIPL,https://www.ncbi.nlm.nih.gov/gene/149428
4171,MCM2,https://www.ncbi.nlm.nih.gov/gene/4171
57142,RTN4,https://www.ncbi.nlm.nih.gov/gene/57142
94027,CGB7,https://www.ncbi.nlm.nih.gov/gene/94027
51428,DDX41,https://www.ncbi.nlm.nih.gov/gene/51428
1082,CGB3,https://www.ncbi.nlm.nih.gov/gene/1082
839,CASP6,https://www.ncbi.nlm.nih.gov/gene/839
840,CASP7,https://www.ncbi.nlm.nih.gov/gene/840
2065,ERBB3,https://www.ncbi.nlm.nih.gov/gene/2065
8883,NAE1,https://www.ncbi.nlm.nih.gov/gene/8883
984,CDK11B,https://www.ncbi.nlm.nih.gov/gene/984
1630,DCC,https://www.ncbi.nlm.nih.gov/gene/1630
728642,CDK11A,https://www.ncbi.nlm.nih.gov/gene/728642
10116,FEM1B,https://www.ncbi.nlm.nih.gov/gene/10116
1612,DAPK1,https://www.ncbi.nlm.nih.gov/gene/1612
3002,GZMB,https://www.ncbi.nlm.nih.gov/gene/3002
260425,MAGI3,https://www.ncbi.nlm.nih.gov/gene/260425
1613,DAPK3,https://www.ncbi.nlm.nih.gov/gene/1613
3001,GZMA,https://www.ncbi.nlm.nih.gov/gene/3001
51022,GLRX2,https://www.ncbi.nlm.nih.gov/gene/51022
2999,GZMH,https://www.ncbi.nlm.nih.gov/gene/2999
3559,IL2RA,https://www.ncbi.nlm.nih.gov/gene/3559
54541,DDIT4,https://www.ncbi.nlm.nih.gov/gene/54541
29965,CDIP1,https://www.ncbi.nlm.nih.gov/gene/29965
4049,LTA,https://www.ncbi.nlm.nih.gov/gene/4049
3689,ITGB2,https://www.ncbi.nlm.nih.gov/gene/3689
221927,BRAT1,https://www.ncbi.nlm.nih.gov/gene/221927
10787,NCKAP1,https://www.ncbi.nlm.nih.gov/gene/10787
84260,TCHP,https://www.ncbi.nlm.nih.gov/gene/84260
663,BNIP2,https://www.ncbi.nlm.nih.gov/gene/663
662,BNIP1,https://www.ncbi.nlm.nih.gov/gene/662
624,BDKRB2,https://www.ncbi.nlm.nih.gov/gene/624
5322,PLA2G5,https://www.ncbi.nlm.nih.gov/gene/5322
56923,NMUR2,https://www.ncbi.nlm.nih.gov/gene/56923
2876,GPX1,https://www.ncbi.nlm.nih.gov/gene/2876
80142,PTGES2,https://www.ncbi.nlm.nih.gov/gene/80142
2879,GPX4,https://www.ncbi.nlm.nih.gov/gene/2879
1579,CYP4A11,https://www.ncbi.nlm.nih.gov/gene/1579
1559,CYP2C9,https://www.ncbi.nlm.nih.gov/gene/1559
113612,CYP2U1,https://www.ncbi.nlm.nih.gov/gene/113612
1558,CYP2C8,https://www.ncbi.nlm.nih.gov/gene/1558
158584,FAAH2,https://www.ncbi.nlm.nih.gov/gene/158584
1543,CYP1A1,https://www.ncbi.nlm.nih.gov/gene/1543
221955,DAGLB,https://www.ncbi.nlm.nih.gov/gene/221955
239,ALOX12,https://www.ncbi.nlm.nih.gov/gene/239
27306,HPGDS,https://www.ncbi.nlm.nih.gov/gene/27306
1564,CYP2D7,https://www.ncbi.nlm.nih.gov/gene/1564
240,ALOX5,https://www.ncbi.nlm.nih.gov/gene/240
1545,CYP1B1,https://www.ncbi.nlm.nih.gov/gene/1545
158833,AWAT1,https://www.ncbi.nlm.nih.gov/gene/158833
5730,PTGDS,https://www.ncbi.nlm.nih.gov/gene/5730
5740,PTGIS,https://www.ncbi.nlm.nih.gov/gene/5740
873,CBR1,https://www.ncbi.nlm.nih.gov/gene/873
2052,EPHX1,https://www.ncbi.nlm.nih.gov/gene/2052
8529,CYP4F2,https://www.ncbi.nlm.nih.gov/gene/8529
8605,PLA2G4C,https://www.ncbi.nlm.nih.gov/gene/8605
4051,CYP4F3,https://www.ncbi.nlm.nih.gov/gene/4051
2053,EPHX2,https://www.ncbi.nlm.nih.gov/gene/2053
100137049,PLA2G4B,https://www.ncbi.nlm.nih.gov/gene/100137049
8644,AKR1C3,https://www.ncbi.nlm.nih.gov/gene/8644
57834,CYP4F11,https://www.ncbi.nlm.nih.gov/gene/57834
66002,CYP4F12,https://www.ncbi.nlm.nih.gov/gene/66002
1549,CYP2A7,https://www.ncbi.nlm.nih.gov/gene/1549
1548,CYP2A6,https://www.ncbi.nlm.nih.gov/gene/1548
29785,CYP2S1,https://www.ncbi.nlm.nih.gov/gene/29785
6916,TBXAS1,https://www.ncbi.nlm.nih.gov/gene/6916
8399,PLA2G10,https://www.ncbi.nlm.nih.gov/gene/8399
1571,CYP2E1,https://www.ncbi.nlm.nih.gov/gene/1571
9536,PTGES,https://www.ncbi.nlm.nih.gov/gene/9536
284541,CYP4A22,https://www.ncbi.nlm.nih.gov/gene/284541
1557,CYP2C19,https://www.ncbi.nlm.nih.gov/gene/1557
5742,PTGS1,https://www.ncbi.nlm.nih.gov/gene/5742
1562,CYP2C18,https://www.ncbi.nlm.nih.gov/gene/1562
5743,PTGS2,https://www.ncbi.nlm.nih.gov/gene/5743
199974,CYP4Z1,https://www.ncbi.nlm.nih.gov/gene/199974
1555,CYP2B6,https://www.ncbi.nlm.nih.gov/gene/1555
1572,CYP2F1,https://www.ncbi.nlm.nih.gov/gene/1572
1573,CYP2J2,https://www.ncbi.nlm.nih.gov/gene/1573
4842,NOS1,https://www.ncbi.nlm.nih.gov/gene/4842
4843,NOS2,https://www.ncbi.nlm.nih.gov/gene/4843
420,ART4,https://www.ncbi.nlm.nih.gov/gene/420
5860,QDPR,https://www.ncbi.nlm.nih.gov/gene/5860
80150,ASRGL1,https://www.ncbi.nlm.nih.gov/gene/80150
5092,PCBD1,https://www.ncbi.nlm.nih.gov/gene/5092
29968,PSAT1,https://www.ncbi.nlm.nih.gov/gene/29968
2643,GCH1,https://www.ncbi.nlm.nih.gov/gene/2643
27010,TPK1,https://www.ncbi.nlm.nih.gov/gene/27010
3067,HDC,https://www.ncbi.nlm.nih.gov/gene/3067
10394,PRG3,https://www.ncbi.nlm.nih.gov/gene/10394
5444,PON1,https://www.ncbi.nlm.nih.gov/gene/5444
5446,PON3,https://www.ncbi.nlm.nih.gov/gene/5446
5445,PON2,https://www.ncbi.nlm.nih.gov/gene/5445
54790,TET2,https://www.ncbi.nlm.nih.gov/gene/54790
81031,SLC2A10,https://www.ncbi.nlm.nih.gov/gene/81031
2702,GJA5,https://www.ncbi.nlm.nih.gov/gene/2702
3198,HOXA1,https://www.ncbi.nlm.nih.gov/gene/3198
9241,NOG,https://www.ncbi.nlm.nih.gov/gene/9241
2294,FOXF1,https://www.ncbi.nlm.nih.gov/gene/2294
4036,LRP2,https://www.ncbi.nlm.nih.gov/gene/4036
3248,HPGD,https://www.ncbi.nlm.nih.gov/gene/3248
137362,GOT1L1,https://www.ncbi.nlm.nih.gov/gene/137362
5352,PLOD2,https://www.ncbi.nlm.nih.gov/gene/5352
4548,MTR,https://www.ncbi.nlm.nih.gov/gene/4548
10157,AASS,https://www.ncbi.nlm.nih.gov/gene/10157
85007,PHYKPL,https://www.ncbi.nlm.nih.gov/gene/85007
501,ALDH7A1,https://www.ncbi.nlm.nih.gov/gene/501
123688,HYKK,https://www.ncbi.nlm.nih.gov/gene/123688
4143,MAT1A,https://www.ncbi.nlm.nih.gov/gene/4143
51268,PIPOX,https://www.ncbi.nlm.nih.gov/gene/51268
1428,CRYM,https://www.ncbi.nlm.nih.gov/gene/1428
4482,MSRA,https://www.ncbi.nlm.nih.gov/gene/4482
55256,ADI1,https://www.ncbi.nlm.nih.gov/gene/55256
6611,SMS,https://www.ncbi.nlm.nih.gov/gene/6611
56954,NIT2,https://www.ncbi.nlm.nih.gov/gene/56954
84446,BRSK1,https://www.ncbi.nlm.nih.gov/gene/84446
50944,SHANK1,https://www.ncbi.nlm.nih.gov/gene/50944
55835,CENPJ,https://www.ncbi.nlm.nih.gov/gene/55835
4926,NUMA1,https://www.ncbi.nlm.nih.gov/gene/4926
3985,LIMK2,https://www.ncbi.nlm.nih.gov/gene/3985
23332,CLASP1,https://www.ncbi.nlm.nih.gov/gene/23332
11076,TPPP,https://www.ncbi.nlm.nih.gov/gene/11076
8766,RAB11A,https://www.ncbi.nlm.nih.gov/gene/8766
1021,CDK6,https://www.ncbi.nlm.nih.gov/gene/1021
28514,DLL1,https://www.ncbi.nlm.nih.gov/gene/28514
8720,MBTPS1,https://www.ncbi.nlm.nih.gov/gene/8720
51360,MBTPS2,https://www.ncbi.nlm.nih.gov/gene/51360
1388,ATF6B,https://www.ncbi.nlm.nih.gov/gene/1388
22926,ATF6,https://www.ncbi.nlm.nih.gov/gene/22926
388753,COA6,https://www.ncbi.nlm.nih.gov/gene/388753
521,ATP5ME,https://www.ncbi.nlm.nih.gov/gene/521
27109,DMAC2L,https://www.ncbi.nlm.nih.gov/gene/27109
9605,VPS9D1,https://www.ncbi.nlm.nih.gov/gene/9605
522,ATP5PF,https://www.ncbi.nlm.nih.gov/gene/522
10476,ATP5PD,https://www.ncbi.nlm.nih.gov/gene/10476
515,ATP5PB,https://www.ncbi.nlm.nih.gov/gene/515
518,ATP5MC3,https://www.ncbi.nlm.nih.gov/gene/518
514,ATP5F1E,https://www.ncbi.nlm.nih.gov/gene/514
516,ATP5MC1,https://www.ncbi.nlm.nih.gov/gene/516
517,ATP5MC2,https://www.ncbi.nlm.nih.gov/gene/517
498,ATP5F1A,https://www.ncbi.nlm.nih.gov/gene/498
506,ATP5F1B,https://www.ncbi.nlm.nih.gov/gene/506
509,ATP5F1C,https://www.ncbi.nlm.nih.gov/gene/509
267020,ATP5MGL,https://www.ncbi.nlm.nih.gov/gene/267020
